2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Usual Resident Population,Score,State,Rank
10677,Bungalora,73,977,NSW,1796
10678,Bungarby,80,1031,NSW,3045
10679,Bungarribee,3177,1074,NSW,3752
10680,Bungawalbin,138,945,NSW,1194
10681,Bungendore,4745,1089,NSW,3888
10682,Bungonia,469,918,NSW,736
10683,Bungowannah,175,1063,NSW,3596
10684,Bungwahl,249,979,NSW,1832
10685,Bunnaloo,107,1068,NSW,3671
10686,Bunnan,94,936,NSW,1039
10687,Bunyah,130,940,NSW,1109
10688,Bunyan,192,980,NSW,1862
10689,Burcher,82,1017,NSW,2727
10690,Bureen,70,1006,NSW,2456
10691,Burnt Bridge,110,678,NSW,2
10692,Burnt Yards,39,1040,NSW,3192
10693,Buronga,1252,954,NSW,1368
10694,Burra (Queanbeyan-Palerang Regional - NSW),790,1079,NSW,3785
10695,Burra (Snowy Valleys - NSW),47,1026,NSW,2935
10696,Burra Creek,71,993,NSW,2128
10697,Burraboi,106,1033,NSW,3105
10698,Burradoo,2879,1114,NSW,4056
10699,Burraga,82,923,NSW,824
10700,Burragate,96,903,NSW,506
10701,Burrandana,23,1090,NSW,3890
10702,Burraneer,3719,1113,NSW,4051
10703,Burrangong,261,959,NSW,1464
10704,Burrapine,58,862,NSW,167
10705,Burrawang,431,1108,NSW,4026
10706,Burrell Creek,233,958,NSW,1432
10707,Burren Junction,225,1001,NSW,2311
10708,Burrier,70,1005,NSW,2449
10709,Burrill Lake,1782,916,NSW,697
10710,Burringbar,878,950,NSW,1276
10711,Burrinjuck,40,1058,NSW,3521
10712,Burroway,171,1010,NSW,2549
10713,Burrumbuttock,421,956,NSW,1391
10714,Burrundulla,140,1032,NSW,3067
10715,Burrungubugge,43,998,NSW,2226
10716,Burwood (NSW),18224,1087,NSW,3861
10717,Burwood Heights,1134,1100,NSW,3962
10718,Busby,4446,848,NSW,109
10719,Busbys Flat,57,813,NSW,29
10720,Bushells Ridge,8,978,NSW,1813
10721,Buttaba,1204,959,NSW,1452
10722,Buttai,52,1003,NSW,2370
10723,Butterwick,190,999,NSW,2261
10724,Buxton (NSW),2071,910,NSW,598
10725,Byabarra,329,931,NSW,980
10727,Byangum,153,1050,NSW,3386
10728,Bylong,19,984,NSW,1947
10729,Byng,52,1067,NSW,3663
10730,Byrock,26,1016,NSW,2708
10731,Byron Bay,6330,1051,NSW,3415
10732,Byrrill Creek,125,963,NSW,1522
10733,Bywong,1342,1083,NSW,3822
10734,Cabarita (NSW),1933,1148,NSW,4182
10735,Cabarita Beach,101,1009,NSW,2519
10736,Cabbage Tree Island (Ballina - NSW),89,1044,NSW,3282
10737,Cabbage Tree Island (Mid-Coast - NSW),12,911,NSW,605
10738,Cabramatta,21142,883,NSW,305
10739,Cabramatta West,7822,908,NSW,560
10740,Cabramurra,16,1002,NSW,2337
10741,Caddens,3487,1044,NSW,3293
10742,Cadgee (NSW),27,969,NSW,1623
10743,Cadia,3,1072,NSW,3733
10744,Caerleon,184,903,NSW,503
10745,Caffreys Flat,53,994,NSW,2164
10747,Calala,4577,976,NSW,1752
10748,Calamia,24,917,NSW,717
10749,Calderwood,3013,999,NSW,2254
10750,Caldwell,42,1035,NSW,3140
10751,Calga,134,1060,NSW,3546
10752,Califat,12,951,NSW,1312
10753,Calimo,71,1035,NSW,3141
10755,Callaghans Creek,17,1003,NSW,2376
10756,Callala Bay,2234,941,NSW,1112
10757,Callala Beach,777,978,NSW,1825
10758,Calliope (NSW),87,903,NSW,499
10759,Caloola,62,946,NSW,1200
10760,Cambalong,12,1031,NSW,3046
10761,Camberwell (NSW),102,805,NSW,18
10762,Cambewarra,234,1000,NSW,2292
10763,Cambewarra Village,1211,1046,NSW,3323
10764,Camboon (NSW),58,984,NSW,1948
10765,Cambra,16,1049,NSW,3365
10766,Cambridge Gardens,2030,917,NSW,723
10767,Cambridge Park,7054,891,NSW,373
10769,Camden,3378,988,NSW,2038
10770,Camden Head,149,1099,NSW,3953
10771,Camden Park (NSW),2233,1058,NSW,3515
10772,Camden South,4595,990,NSW,2081
10774,Cameron Park,9977,983,NSW,1918
10775,Camerons Creek,29,984,NSW,1941
10776,Camira (NSW),35,883,NSW,299
10777,Cammeray,7088,1189,NSW,4278
10778,Camp Creek (NSW),42,944,NSW,1176
10779,Campbelltown (NSW),16577,962,NSW,1501
10780,Camperdown (NSW),9381,1199,NSW,4301
10781,Campsie,26132,999,NSW,2255
10783,Cams Wharf,182,1041,NSW,3224
10784,Canada Bay,1308,1084,NSW,3823
10785,Canadian Lead,19,919,NSW,753
10786,Canbelego,54,976,NSW,1776
10787,Candelo,780,1001,NSW,2302
10788,Cangai,17,985,NSW,1974
10789,Caniaba,804,954,NSW,1361
10790,Canley Heights,12320,899,NSW,451
10791,Canley Vale,10300,920,NSW,765
10792,Canobolas,481,1085,NSW,3831
10793,Canoelands,177,998,NSW,2235
10794,Canonba,29,1052,NSW,3427
10795,Canowindra,2437,948,NSW,1261
10796,Canterbury (NSW),9430,1067,NSW,3654
10797,Canton Beach,1202,813,NSW,28
10798,Canyonleigh,455,982,NSW,1907
10799,Caparra,62,994,NSW,2160
10800,Capeen Creek,13,971,NSW,1660
10801,Capertee,130,922,NSW,803
10802,Capoompeta,4,1017,NSW,2737
10803,Captains Flat,611,943,NSW,1160
10804,Carabost,67,1063,NSW,3580
10805,Caragabal,174,1054,NSW,3473
10806,Carcalgong,45,892,NSW,377
10807,Carcoar,271,991,NSW,2104
10808,Cardiff (NSW),6318,950,NSW,1275
10809,Cardiff Heights,1384,1035,NSW,3125
10810,Cardiff South,2931,941,NSW,1110
10811,Carey Bay,865,1030,NSW,3021
10812,Cargo,562,948,NSW,1249
10813,Carinda,165,1057,NSW,3505
10814,Caringbah,12575,1041,NSW,3238
10815,Caringbah South,13168,1085,NSW,3839
10816,Carlaminda,29,982,NSW,1884
10817,Carlingford,28044,1109,NSW,4027
10818,Carlton (NSW),10631,1037,NSW,3153
10819,Carnes Hill,3332,1042,NSW,3265
10820,Carnham,4,985,NSW,1975
10821,Carool,204,980,NSW,1858
10822,Caroona,196,1011,NSW,2579
10823,Carrabolla,10,1010,NSW,2538
10825,Carramar (NSW),3475,908,NSW,562
10826,Carrathool,200,1005,NSW,2444
10827,Carrick (NSW),164,958,NSW,1428
10828,Carrington (Mid-Coast - NSW),32,949,NSW,1271
10829,Carrington (Newcastle - NSW),2061,1061,NSW,3573
10830,Carrington Falls,32,1070,NSW,3692
10831,Carroll,305,941,NSW,1124
10832,Carrowbrook,37,899,NSW,466
10833,Carrs Creek,186,907,NSW,547
10834,Carrs Island,10,907,NSW,545
10835,Carrs Peninsula,17,907,NSW,546
10836,Carss Park,1265,1102,NSW,3980
10837,Cartwright,2616,824,NSW,49
10838,Cartwrights Hill,169,919,NSW,750
10839,Carwell,28,934,NSW,1012
10840,Carwoola,1602,1082,NSW,3810
10841,Cascade (NSW),8,1053,NSW,3442
10842,Casino,10930,831,NSW,66
10843,Cassilis (NSW),278,1008,NSW,2502
10844,Castle Cove,2643,1184,NSW,4262
10845,Castle Doyle,150,1054,NSW,3466
10846,Castle Hill (NSW),40874,1116,NSW,4066
10847,Castle Rock,131,884,NSW,313
10848,Castlecrag,2965,1188,NSW,4272
10849,Castlereagh,1248,940,NSW,1108
10850,Casuarina (NSW),3256,1074,NSW,3750
10851,Casula,16584,982,NSW,1894
10852,Catalina,2522,867,NSW,201
10854,Cathcart (NSW),106,938,NSW,1076
10855,Catherine Field,2609,971,NSW,1670
10856,Catherine Hill Bay,943,1051,NSW,3401
10857,Cathundral,31,1031,NSW,3058
10858,Cattai,1077,999,NSW,2265
10859,Cattle Creek (NSW),38,1017,NSW,2732
10860,Cavan (NSW),37,1039,NSW,3183
10861,Caves Beach,4016,989,NSW,2045
10862,Cawdor (NSW),430,999,NSW,2257
10863,Cawongla,204,1000,NSW,2286
10864,Cecil Hills,6906,999,NSW,2262
10865,Cecil Park,815,992,NSW,2119
10866,Cedar Brush Creek,125,1053,NSW,3452
10867,Cedar Creek (Cessnock - NSW),32,1024,NSW,2883
10868,Cedar Creek (Tweed - NSW),12,963,NSW,1524
10869,Cedar Party,379,927,NSW,892
10870,Cedar Point,175,944,NSW,1181
10872,Centennial Park (NSW),2225,1168,NSW,4226
10873,Central Colo,30,1049,NSW,3371
10874,Central Macdonald,49,1045,NSW,3307
10875,Central Mangrove,253,997,NSW,2215
10876,Central Tilba,342,1025,NSW,2901
10877,Cessnock,16300,845,NSW,101
10879,Chain Valley Bay,2773,852,NSW,126
10880,Chakola,88,980,NSW,1864
10881,Chambigne,48,936,NSW,1049
10882,Charbon,91,934,NSW,1013
10884,Charlestown (NSW),13601,1010,NSW,2548
10885,Charleys Forest,70,972,NSW,1690
10886,Charlotte Bay,175,984,NSW,1933
10887,Charlton (NSW),17,972,NSW,1685
10888,Charmhaven,2501,866,NSW,193
10889,Chatham Valley,69,962,NSW,1506
10890,Chatsbury,86,1021,NSW,2831
10891,Chatswood,25553,1146,NSW,4180
10892,Chatswood West,1521,1164,NSW,4221
10893,Chatsworth (NSW),157,919,NSW,745
10894,Cheero Point,100,1067,NSW,3656
10895,Cheltenham (NSW),2166,1168,NSW,4225
10896,Cherry Tree Hill,51,1024,NSW,2890
10897,Cherrybrook,19082,1144,NSW,4174
10898,Chester Hill,14007,949,NSW,1265
10899,Chichester (NSW),25,1022,NSW,2846
10900,Chifley (NSW),3490,1048,NSW,3346
10901,Chilcotts Creek,16,907,NSW,555
10902,Chilcotts Grass,237,1003,NSW,2356
10903,Chillingham,228,901,NSW,475
10904,Chinderah,1639,852,NSW,132
10905,Chinnock,22,1055,NSW,3486
10906,Chippendale,7803,1190,NSW,4284
10907,Chipping Norton,9412,1009,NSW,2531
10908,Chisholm (NSW),4577,1027,NSW,2964
10909,Chiswick,2909,1144,NSW,4176
10910,Chittaway Bay,1987,922,NSW,806
10911,Chittaway Point,947,962,NSW,1499
10912,Chowan Creek,57,996,NSW,2204
10914,Church Point,1066,1151,NSW,4191
10915,Clandulla,186,898,NSW,443
10916,Clare (NSW),27,1041,NSW,3226
10917,Claremont Meadows,5177,967,NSW,1584
10918,Clarence,200,926,NSW,874
10919,Clarence Town,2265,937,NSW,1058
10920,Clarendon (NSW),147,909,NSW,581
10921,Clarenza,602,954,NSW,1371
10922,Clareville,822,1160,NSW,4207
10923,Claymore,2579,838,NSW,78
10924,Clear Creek,115,1025,NSW,2917
10925,Clear Range,34,1023,NSW,2873
10927,Clemton Park,1676,1006,NSW,2463
10928,Clergate,206,991,NSW,2092
10929,Cleveland (NSW),22,982,NSW,1891
10930,Clifden,27,852,NSW,123
10931,Cliftleigh,2309,920,NSW,770
10932,Clifton (NSW),35,1097,NSW,3935
10933,Clifton Grove,950,1034,NSW,3116
10934,Clontarf (NSW),1746,1181,NSW,4259
10935,Clothiers Creek,293,1009,NSW,2529
10937,Clovelly,4887,1184,NSW,4264
10938,Clunes (NSW),907,1048,NSW,3354
10939,Clybucca,214,910,NSW,595
10941,Clydesdale (NSW),114,927,NSW,887
10942,Coal Point,1749,1065,NSW,3626
10943,Coalcliff,212,1190,NSW,4285
10944,Coaldale,73,911,NSW,614
10945,Coasters Retreat,30,1143,NSW,4168
10946,Cobaki,203,1004,NSW,2392
10947,Cobaki Lakes,42,960,NSW,1479
10948,Cobar,3603,897,NSW,431
10949,Cobar Park,36,867,NSW,197
10950,Cobargo,766,947,NSW,1241
10951,Cobark,47,1003,NSW,2377
10952,Cobbadah,95,1086,NSW,3847
10953,Cobbitty,4206,1023,NSW,2869
10954,Cobbora,25,1020,NSW,2808
10955,Cobramunga,41,1027,NSW,2952
10956,Cockwhy,25,972,NSW,1703
10957,Codrington (NSW),83,925,NSW,865
10958,Coffee Camp,201,909,NSW,570
10959,Coffs Harbour,27089,935,NSW,1032
10960,Coggan,3,984,NSW,1949
10961,Cogra Bay,13,1060,NSW,3547
10962,Coila,44,970,NSW,1640
10963,Coldstream (NSW),61,903,NSW,500
10964,Coleambally,1152,982,NSW,1896
10965,Colebee,4914,1070,NSW,3688
10966,Coledale,1372,1125,NSW,4101
10967,Colinroobie,51,1022,NSW,2850
10968,Colinton (NSW),115,1051,NSW,3425
10969,Collarenebri,634,897,NSW,437
10970,Collaroy (NSW),7944,1097,NSW,3925
10971,Collaroy Plateau,4805,1086,NSW,3858
10972,Collector,376,1059,NSW,3540
10973,Collendina,109,1000,NSW,2285
10974,Collerina,10,1012,NSW,2617
10975,Collie (NSW),177,1073,NSW,3742
10976,Collingullie,258,975,NSW,1749
10977,Collingwood (NSW),51,1020,NSW,2822
10978,Collins Creek,167,968,NSW,1619
10979,Collombatti,681,893,NSW,390
10981,Colly Blue,22,1010,NSW,2556
10982,Colo (Bathurst Regional - NSW),3,1001,NSW,2298
10983,Colo (Hawkesbury - NSW),62,1049,NSW,3372
10984,Colo Heights,336,897,NSW,426
10985,Colo Vale,1775,951,NSW,1321
10987,Colyton,8770,883,NSW,309
10988,Comara,27,957,NSW,1416
10989,Combaning,100,988,NSW,2032
10990,Combara,28,998,NSW,2248
10991,Comberton,31,926,NSW,872
10992,Comboyne,416,978,NSW,1820
10993,Come By Chance,88,1081,NSW,3806
10994,Comerong Island,19,1025,NSW,2895
10995,Commissioners Creek,38,996,NSW,2205
10996,Como (NSW),4053,1118,NSW,4074
10997,Comobella,65,1178,NSW,4251
10998,Conargo,117,1038,NSW,3168
10999,Concord,14551,1089,NSW,3882
11000,Concord West,6178,1096,NSW,3919
11001,Condell Park,13066,983,NSW,1922
11002,Condobolin,3185,911,NSW,623
11003,Condong,314,905,NSW,528
11004,Coneac,7,1003,NSW,2371
11005,Congarinni,365,942,NSW,1144
11006,Congarinni North,394,902,NSW,497
11007,Congewai,206,957,NSW,1418
11008,Congo,253,1022,NSW,2845
11009,Conimbia,30,1128,NSW,4114
11010,Coniston,2267,1003,NSW,2365
11011,Conjola,148,977,NSW,1787
11012,Conjola Park,298,937,NSW,1055
11013,Connells Point,2884,1104,NSW,3998
11014,Constitution Hill,4030,1023,NSW,2867
11015,Coogee (NSW),14634,1170,NSW,4231
11016,Cookamidgera,151,945,NSW,1192
11017,Cookardinia,81,1034,NSW,3121
11018,Cooks Gap,549,816,NSW,38
11019,Cooks Hill,3774,1130,NSW,4123
11020,Cooks Myalls,49,998,NSW,2238
11021,Coolabah,32,1004,NSW,2406
11022,Coolac,244,993,NSW,2129
11023,Coolagolite,309,943,NSW,1159
11024,Coolah,1262,940,NSW,1097
11025,Coolamon,2275,946,NSW,1218
11026,Coolangatta (NSW),324,1041,NSW,3240
11028,Coolatai,99,1026,NSW,2933
11030,Cooleys Creek,8,1040,NSW,3203
11031,Coolgardie (NSW),132,930,NSW,957
11032,Coolongolook,382,883,NSW,303
11033,Coolringdon,73,1126,NSW,4104
11034,Coolumbooka,13,929,NSW,918
11035,Coolumburra,3,1028,NSW,2980
11036,Cooma (NSW),6715,943,NSW,1169
11037,Coomba Bay,168,948,NSW,1256
11038,Coomba Park,691,869,NSW,206
11039,Coombadjha,7,985,NSW,1972
11040,Coombell,12,813,NSW,30
11041,Coomealla,748,924,NSW,832
11042,Coomoo Coomoo,19,1029,NSW,3006
11043,Coonabarabran,3477,914,NSW,667
11044,Coonamble,2666,892,NSW,375
11046,Cooperabung,293,966,NSW,1569
11047,Coopernook,625,882,NSW,288
11048,Coopers Gully,172,924,NSW,843
11049,Coopers Shoot,409,1089,NSW,3884
11050,Cooplacurripa,9,994,NSW,2161
11051,Coorabell,481,1141,NSW,4161
11052,Cooranbong,7077,987,NSW,2023
11053,Cootamundra,6885,911,NSW,631
11054,Cootralantra,107,1026,NSW,2928
11055,Cooyal,137,916,NSW,691
11056,Copacabana,2809,1071,NSW,3703
11057,Cope,113,839,NSW,82
11058,Copeland,74,981,NSW,1872
11059,Copeton,57,991,NSW,2103
11060,Copmanhurst,344,854,NSW,141
11061,Coppabella (NSW),12,1063,NSW,3581
11062,Copperhannia,9,1001,NSW,2296
11063,Coraki,1373,854,NSW,135
11064,Coralville,168,896,NSW,419
11065,Coramba,817,942,NSW,1146
11066,Corang,4,972,NSW,1691
11067,Corangula,22,910,NSW,600
11068,Corbie Hill,168,931,NSW,981
11070,Cordeaux Heights,4460,1041,NSW,3223
11071,Coree,43,1064,NSW,3615
11072,Coreen,122,968,NSW,1603
11073,Corindi Beach,1802,949,NSW,1266
11074,Corinella (NSW),72,1059,NSW,3541
11075,Corlette,5699,991,NSW,2102
11076,Corndale (NSW),358,1015,NSW,2681
11077,Corney Town,66,870,NSW,208
11078,Cornwallis,44,1031,NSW,3053
11079,Corobimilla,44,1035,NSW,3129
11080,Corowa,5595,876,NSW,259
11082,Corrimal,6972,989,NSW,2061
11083,Corrong,3,1041,NSW,3227
11084,Corrowong,23,1016,NSW,2710
11085,Corunna,83,1019,NSW,2791
11086,Cottage Point,96,1101,NSW,3971
11087,Cottonvale (NSW),20,967,NSW,1586
11088,Cougal,30,1011,NSW,2580
11089,Countegany,38,974,NSW,1736
11090,Courabyra,112,965,NSW,1557
11091,Couradda,29,990,NSW,2072
11092,Couragago,9,946,NSW,1209
11093,Couridjah,282,940,NSW,1105
11094,Coutts Crossing,1053,857,NSW,148
11095,Cow Flat,58,1027,NSW,2960
11096,Cowabbie,16,1007,NSW,2494
11097,Cowan,631,1046,NSW,3329
11098,Cowper,88,903,NSW,501
11099,Cowra,10145,897,NSW,439
11100,Coxs Creek,73,1008,NSW,2514
11101,Coxs Crown,18,984,NSW,1950
11102,Crabbes Creek,343,957,NSW,1420
11103,Crackenback,213,1036,NSW,3150
11104,Craigie (NSW),29,1016,NSW,2711
11105,Cranebrook,15779,937,NSW,1056
11107,Craven,104,890,NSW,356
11108,Craven Plateau,14,1003,NSW,2372
11109,Crawford River,57,935,NSW,1030
11110,Crawney,48,978,NSW,1818
11111,Creel Bay,4,998,NSW,2227
11112,Creewah,36,938,NSW,1077
11113,Cremorne (NSW),11263,1188,NSW,4273
11114,Cremorne Point,2270,1205,NSW,4308
11115,Crescent Head,1633,996,NSW,2198
11116,Crestwood,4936,998,NSW,2245
11117,Cringila,2156,854,NSW,136
11118,Croki,34,973,NSW,1716
11119,Cromer (NSW),8030,1067,NSW,3660
11120,Cronulla,17899,1080,NSW,3796
11121,Crooble,54,1004,NSW,2422
11122,Croobyar,174,1011,NSW,2576
11123,Crooked Corner,78,1013,NSW,2649
11124,Crookwell,2686,915,NSW,686
11125,Croom,112,1039,NSW,3179
11126,Croppa Creek,104,1056,NSW,3499
11127,Cross Roads (NSW),19,1031,NSW,3031
11128,Crosslands,626,930,NSW,945
11129,Croudace Bay,641,993,NSW,2132
11131,Crowdy Head,78,921,NSW,778
11132,Crows Nest (NSW),4974,1186,NSW,4270
11133,Crowther,78,960,NSW,1483
11135,Croydon (NSW),10755,1098,NSW,3944
11136,Croydon Park (NSW),10929,1062,NSW,3578
11137,Crudine,68,1008,NSW,2516
11138,Cryon,39,1001,NSW,2312
11139,Crystal Creek (NSW),263,958,NSW,1430
11140,Cubba,26,976,NSW,1774
11141,Cudal,586,922,NSW,809
11142,Cudgegong,66,980,NSW,1861
11143,Cudgel,36,991,NSW,2096
11144,Cudgen,952,1000,NSW,2272
11145,Cudgera Creek,339,988,NSW,2039
11146,Cudmirrah,284,969,NSW,1628
11147,Culburra Beach,2946,947,NSW,1234
11148,Culcairn,1483,928,NSW,908
11149,Cullen Bullen,166,852,NSW,120
11150,Cullenbone,49,1020,NSW,2823
11151,Cullendore,10,967,NSW,1587
11152,Cullerin,41,1045,NSW,3302
11153,Cullivel,10,1102,NSW,3974
11154,Culmaran Creek,21,968,NSW,1594
11155,Cumbalum,2211,1006,NSW,2474
11156,Cumbandry,22,839,NSW,80
11157,Cumberland Reach,208,891,NSW,369
11158,Cumbo,3,906,NSW,537
11159,Cumborah,198,863,NSW,178
11160,Cumnock,491,923,NSW,818
11161,Cundle Flat,12,994,NSW,2162
11162,Cundletown,2050,888,NSW,349
11163,Cundumbul,44,1018,NSW,2778
11164,Cunjurong Point,111,981,NSW,1880
11165,Cunningar,163,1029,NSW,2993
11166,Cunninyeuk,24,1072,NSW,3720
11167,Curban,137,1055,NSW,3491
11168,Curl Curl,2364,1138,NSW,4148
11169,Curlew Waters,21,1026,NSW,2922
11170,Curlewis (NSW),779,874,NSW,249
11171,Curlwaa,496,927,NSW,898
11172,Curra Creek,43,1033,NSW,3100
11173,Currabubula,339,969,NSW,1634
11175,Curramore (NSW),220,1064,NSW,3598
11176,Currans Hill,5541,960,NSW,1471
11177,Currarong,479,991,NSW,2097
11178,Currawang,167,1040,NSW,3201
11179,Currawarna,199,987,NSW,2010
11180,Curraweela,67,1020,NSW,2814
11181,Curricabark,8,1003,NSW,2373
11182,Currowan,72,917,NSW,709
11183,Cuttabri,37,894,NSW,394
11184,Cuttagee,61,1055,NSW,3480
11185,Dabee,42,1008,NSW,2511
11186,Daceyville,1146,938,NSW,1088
11187,Dairy Arm,43,1028,NSW,2988
11188,Dairy Flat,22,952,NSW,1324
11189,Dairymans Plains,183,993,NSW,2134
11190,Daleys Point,705,1063,NSW,3595
11191,Dalgety,252,979,NSW,1851
11192,Dalmeny,2194,933,NSW,1007
11193,Dalmorton,6,936,NSW,1047
11194,Dalswinton,57,1006,NSW,2457
11195,Dalton,230,1013,NSW,2651
11196,Dalwood (Ballina - NSW),218,1019,NSW,2795
11197,Dalwood (Singleton - NSW),111,958,NSW,1435
11198,Dandaloo,38,1031,NSW,3059
11199,Dandry,65,990,NSW,2087
11200,Dangar Island,313,1137,NSW,4147
11201,Dangarsleigh,120,1054,NSW,3467
11202,Dangelong,6,982,NSW,1885
11203,Dapto,10954,901,NSW,485
11204,Darawank,451,924,NSW,838
11205,Darbalara,62,1066,NSW,3633
11206,Darbys Falls,243,951,NSW,1303
11207,Dareton,456,844,NSW,97
11208,Dargan,83,1020,NSW,2829
11209,Dark Corner,45,922,NSW,804
11210,Darkes Forest,95,1045,NSW,3296
11211,Darkwood,237,1088,NSW,3875
11212,Darling Point,3977,1194,NSW,4292
11213,Darlinghurst,10615,1175,NSW,4244
11214,Darlington (Singleton - NSW),378,849,NSW,112
11215,Darlington (Sydney - NSW),2597,1197,NSW,4297
11216,Darlington Point,1030,867,NSW,200
11217,Darlow,30,1040,NSW,3204
11218,Daroobalgie,88,1048,NSW,3362
11219,Dartbrook,110,959,NSW,1456
11220,Daruka,770,1000,NSW,2291
11221,Davidson,2725,1128,NSW,4117
11222,Davis Creek,34,1002,NSW,2347
11223,Davistown,2602,952,NSW,1343
11224,Dawes Point,385,1232,NSW,4317
11225,Daysdale,83,974,NSW,1740
11226,Dean Park,3180,929,NSW,931
11227,Deauville,29,829,NSW,60
11228,Debenham,5,941,NSW,1114
11229,Dee Why,23354,1066,NSW,3645
11230,Deep Creek (Clarence Valley - NSW),12,947,NSW,1228
11231,Deep Creek (Kempsey - NSW),100,910,NSW,602
11232,Deep Creek (Kyogle - NSW),20,897,NSW,423
11233,Deepwater (NSW),456,871,NSW,215
11234,Deer Vale,128,1012,NSW,2599
11235,Delegate,295,880,NSW,279
11236,Delungra,625,922,NSW,815
11237,Denham Court,9129,1057,NSW,3506
11238,Denhams Beach,650,946,NSW,1217
11239,Deniliquin,7432,918,NSW,739
11240,Denistone,3726,1136,NSW,4141
11241,Denistone East,2292,1126,NSW,4110
11242,Denistone West,947,1102,NSW,3986
11243,Denman,1821,876,NSW,257
11244,Depot Beach,34,972,NSW,1704
11245,Derriwong,38,1015,NSW,2697
11247,Deua River Valley,52,917,NSW,710
11248,Devils Hole,10,956,NSW,1401
11249,Dewitt,11,1003,NSW,2378
11250,Dharruk,2806,859,NSW,157
11251,Dhulura,42,1069,NSW,3681
11252,Dhuragoon,38,1033,NSW,3106
11253,Diamond Beach,1012,1009,NSW,2532
11254,Diamond Head,7,768,NSW,6
11255,Diehard,62,1012,NSW,2609
11256,Diggers Camp,13,917,NSW,718
11257,Dignams Creek,82,989,NSW,2056
11258,Dilkoon,40,852,NSW,124
11259,Dilpurra,29,1027,NSW,2953
11261,Dinoga,51,1086,NSW,3848
11262,Dirnaseer,89,1038,NSW,3164
11263,Dirty Creek,106,924,NSW,840
11264,Dobies Bight,117,939,NSW,1093
11265,Doctor George Mountain,65,1055,NSW,3487
11266,Doctors Gap,25,870,NSW,209
11267,Dog Rocks,7,923,NSW,825
11268,Dolans Bay,699,1087,NSW,3862
11269,Dolls Point,1633,1049,NSW,3370
11270,Dollys Flat,65,932,NSW,994
11271,Dolphin Point,354,992,NSW,2121
11272,Dombarton,130,1034,NSW,3112
11273,Donald Creek,39,1100,NSW,3964
11274,Dondingalong,712,905,NSW,530
11275,Doon Doon,92,996,NSW,2203
11276,Doonbah,298,906,NSW,535
11277,Doonside,13614,922,NSW,807
11278,Dooralong,350,1035,NSW,3133
11279,Dora Creek,1739,912,NSW,641
11280,Dorrigo,1214,932,NSW,990
11281,Dorrigo Mountain,88,1028,NSW,2986
11282,Dorroughby,158,1035,NSW,3137
11283,Double Bay,4709,1190,NSW,4283
11284,Doubtful Creek,162,931,NSW,972
11285,Douglas Park,1386,985,NSW,1989
11286,Dover Heights,4044,1186,NSW,4267
11287,Downside,124,1079,NSW,3783
11288,Doyalson,299,817,NSW,40
11289,Doyalson North,383,776,NSW,7
11290,Doyles Creek,39,882,NSW,296
11292,Drake,244,826,NSW,51
11293,Drake Village,95,826,NSW,53
11294,Drildool,23,1064,NSW,3611
11295,Dripstone,68,929,NSW,909
11296,Drummoyne,12011,1150,NSW,4186
11297,Dry Creek (NSW),50,927,NSW,896
11298,Dry Plain,42,993,NSW,2137
11299,Dubbo,43516,950,NSW,1296
11300,Duck Creek,50,971,NSW,1657
11301,Duckenfield,92,959,NSW,1455
11302,Duckmaloi,44,1022,NSW,2857
11303,Dudley,2505,1081,NSW,3803
11304,Duffys Forest,509,1124,NSW,4099
11305,Dulguigan,143,989,NSW,2046
11306,Dulwich Hill,14046,1127,NSW,4112
11307,Dum Dum,125,1050,NSW,3387
11308,Dumaresq,80,1081,NSW,3802
11309,Dumaresq Island,70,1075,NSW,3768
11310,Dumaresq Valley,29,1011,NSW,2568
11312,Dunbible,380,988,NSW,2042
11313,Dunbogan,1020,918,NSW,733
11314,Duncans Creek,70,919,NSW,748
11315,Dundas (NSW),4959,1064,NSW,3603
11316,Dundas Valley,5875,1067,NSW,3647
11317,Dundee,152,1017,NSW,2736
11318,Dundurrabin,121,965,NSW,1546
11319,Dunedoo,1097,925,NSW,846
11320,Dungarubba,52,942,NSW,1149
11321,Dungay,225,1005,NSW,2430
11322,Dungeree,6,984,NSW,1951
11323,Dungog,1983,880,NSW,283
11324,Dungowan,366,994,NSW,2168
11325,Dunkeld (NSW),42,1050,NSW,3382
11326,Dunmore (NSW),318,1040,NSW,3189
11327,Dunolly (NSW),136,849,NSW,111
11328,Dunoon,840,1012,NSW,2614
11329,Duns Creek,582,1003,NSW,2369
11330,Dunville Loop,13,975,NSW,1742
11331,Dural (Hornsby - NSW),7900,1097,NSW,3933
11333,Duramana,248,1033,NSW,3087
11334,Duranbah,226,1011,NSW,2565
11335,Duri,463,963,NSW,1530
11336,Duroby,74,940,NSW,1106
11337,Durran Durra,114,972,NSW,1692
11338,Durras North,50,972,NSW,1705
11339,Durren Durren,96,1035,NSW,3134
11341,Dyers Crossing,346,936,NSW,1041
11342,Dyraaba,113,951,NSW,1300
11343,Dyrring,102,927,NSW,888
11344,Eagle Vale,5789,910,NSW,584
11345,Eagleton,205,945,NSW,1187
11346,Earlwood,18053,1067,NSW,3662
11347,East Albury,6224,1018,NSW,2768
11348,East Ballina,5882,1017,NSW,2747
11349,East Branxton,1881,898,NSW,449
11350,East Coraki,222,942,NSW,1147
